Year,costCenter_Code,costCenter_Code_MDA,table_identifier,table_identifier_MDA,total_allocation
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021017,"FEDERAL UNIVERSITY OF TECHNOLOGY, AKURE",5009407042
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021018,"FEDERAL UNIVERSITY OF TECHNOLOGY, MINNA",3734813070
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021019,"FEDERAL UNIVERSITY OF TECHNOLOGY, YOLA",9245183612
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021020,UNIVERSITY OF UYO,11234564436
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021022,"NNAMDI AZIKIWE UNIVERSITY, AWKA",20116754295
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021023,"BAYERO UNIVERSITY, KANO",8062974372
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021024,"USMAN DAN FODIO UNIVERSITY, SOKOTO",1166887302
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021025,"NATIONAL MATHEMATICAL CENTRE, SHEDA",631650361
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021026,"FRENCH LANGUAGE VILLAGE BADAGARY, LAGOS",637736227
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021028,NATIONAL INSTITUE FOR NIGERIAN LANGUAGES,3346154502
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021029,FEDERAL UNIVERSITY OYE-EKITI,3333386255
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021030,FEDERAL UNIVERSITY OTUOKE,3130369541
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021031,FEDERAL UNIVERSITY DUTSE,4512484325
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021032,FEDERAL UNIVERISTY NDUFU ALIKE IKWO,2879158498
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021033,FEDERAL UNIVERSITY LAFIA,2887199915
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021034,FEDERAL UNIVERSITY DUTSIN-MA,3274184982
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021035,FEDERAL UNIVERSITY KASHERE,2297438151
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021036,FEDERAL UNIVERSITY LOKOJA,3751365393
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021037,FEDERAL UNIVERSITY WUKARI,2389784049
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021038,FEDERAL UNIVERSITYOF BERNIN KEBBI,1909862847
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021039,517021039,27922571155
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021039,FEDERAL UNIVERSITYOF GASHUA,2249097667
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021040,FEDERAL UNIVERSITYOF GUSAU,1820790987
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517022001,"DIVISION OF AGRICULTURAL COLLEGE, ABU ZARIA",1994089503
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517024001,NATIONAL OPEN UNIVERSITY,5836995113
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026001,F.S.C. SOKOTO,416453647
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026002,FGC AZARE,260829300
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026003,FGC BUNI-YADI,423143320
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026004,FGC BIRIN YAURI,436577446
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026005,FGC DAURA,343307577
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026006,FGC GANYE,712606873
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026008,FGC IJANIKIN,1264080264
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026009,FGC IKET NISE,483365786
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026010,FGC IKET VANDAKYA,427581114
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026011,FGC IKOM,520178414
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026012,FGC IKOT EKPENE,534239003
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026013,FGC IKURIN,649737227
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026014,FGC JOS,679314896
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026015,FGC KADUNA,639747590
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026017,FGC KEFFI,980928452
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026018,FGC KIYAWA,650905527
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026019,FGC KWALI,578410740
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026020,FGC MAIDUGURI,391249437
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026021,FGC MINJIBIR,639686359
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026022,FGC MINNA,304425805
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026023,FGC ODIKOLOGUNA,520940311
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026024,FGC ODOGBOLU,519737862
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026026,FGC OGOJA,650053489
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026027,FGC OHAFIA,598901374
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026028,FGC OKIGWE,418719142
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026029,FGC OKPOSI,483767326
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026030,FGC ONITSHA,642840608
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026031,FGC PORT HARCOURT,318389695
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026032,FGC POTISKUM,359280233
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026033,FGC RUBBOCHI,486484904
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026034,FGC SOKOTO,406863377
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026036,FGC WARRI,1064524167
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026037,FGC ZARIA,431544045
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026038,"FGC, BILLIRI",439694853
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026039,"FGC, IDO-ANI",416174797
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026040,"FGC, IKOLE",438676090
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026041,FGGC ABAJI,493735491
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026043,FGGC AKURE,959903533
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026044,FGGC ANKA,264775485
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026045,FGGC BAJOGA,512803339
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026046,FGGC BAKORI,498934590
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026047,FGGC BAUCHI,575222277
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026048,FGGC BENIN,384888776
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026049,FGGC BIDA,712829879
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026050,FGGC BWARI,485282440
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026052,FGGC EFON ALAYE,715255730
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026053,FGGC EFON IMNRINGI,818323166
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026054,FGGC ENUGU,387290939
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026055,FGGC EZZAMGBO ABAKALIKI,455830303
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026056,FGGC GBOKO,430068232
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026057,FGGC GUSAU,375773015
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026058,FGGC GWANDU,362776231
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026059,FGGC IBILLO,451891734
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026061,FGGC IKOT-OBIO-ITONG,987966435
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026062,FGGC ILORIN,432773877
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026063,FGGC IPETUMODU,451195117
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026064,FGGC JALINGO,378769649
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026065,FGGC KABBA,398500672
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026066,FGGC KAZAURE,284838768
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026067,FGGC KEANA,414720592
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026068,FGGC LANGTANG,430939325
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026070,FGGC MONGUNO,552590418
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026071,FGGC NEW BUSA,387585154
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026072,FGGC OMU-ARAN,690216952
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026073,FGGC OWERRI,670741207
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026074,FGGC OYO,581903306
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026075,FGGC SHAGAMU,362121358
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026076,FGGC GUMI TAMBAWAL,575930256
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026077,FGGC UMUAHIA,516186477
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026079,FGGC YOLA,413459855
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026079,"FGGC, YOLA",327822902
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026080,FSTC AHOADA,475929053
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026081,FSTC AWKA,489883177
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026082,FSTC JUBU-IMUSHIN,233597132
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026083,FSTC MICHIKA,336039162
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026084,FSTC TUNGBO - YENAGOA,381771221
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026085,FSTC USI-EKITI,372652708
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026086,FTC IKARE,524957518
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026087,FTC ILESA,459958373
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026089,FGGC KAFANCHAN,428708224
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026089,FTC KAFANCHAN,238181380
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026090,FTC LASSA,382435696
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026091,FTC OHANSO,674518482
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026092,FTC OROZO,377776110
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026093,FTC OTOBI,388304655
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026094,FTC OTUPKO,453157389
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026095,FTC SHIRORO,407714727
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026096,FTC UROMI,491742540
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026097,FTC UYO,1062721512
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026099,FTC ZURU,1167735245
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026100,KING'S COLLEGE,843536336
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026101,QUEEN'S COLLEGE LAGOS,615635397
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026102,SULEJA ACADEMY,330637304
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026103,"FSTC,DOMA",288390923
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517026104,FSTC DAYI,263143660
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517027001,LIBRARIANS REGISTRATION COUNCIL OF NIGERIA,642371383
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517029001,NATIONAL BOARD FOR TECHNICAL EDUCATION,4730471116
2018,0521,FEDERAL MINISTRY OF HEALTH,0521001001,FEDERAL MINISTRY OF HEALTH - HQTRS,114690000
2018,0521,FEDERAL MINISTRY OF HEALTH,0521002001,NATIONAL HEALTH INSURANCE SCHEME,23924085969
2018,0521,FEDERAL MINISTRY OF HEALTH,0521005001,NATIONAL ARBOVIRUS AND VECTOR RESEARCH,518465398
2018,0521,FEDERAL MINISTRY OF HEALTH,0521006001,RADIOGRAPHERS REGISTRATION BOARD,164151734
2018,0521,FEDERAL MINISTRY OF HEALTH,0521007001,DENTAL TECHNOLOGY REGISTRATION BOARD,288056345
2018,0521,FEDERAL MINISTRY OF HEALTH,0521008001,HEALTH RECORDS REGISTRATION BOARD,244033471
2018,0521,FEDERAL MINISTRY OF HEALTH,0521009001,OPTOMETRIST AND DISPENSING OPTICIANS BOARD OF NIGERIA,108586299
2018,0521,FEDERAL MINISTRY OF HEALTH,0521010001,COMMUNITY HEALTH PRACTITONERS REGISTRATION BOARD,313290436
2018,0521,FEDERAL MINISTRY OF HEALTH,0521012001,PHARMACIST COUNCIL OF NIGERIA COUNCIL,1035877350
2018,0521,FEDERAL MINISTRY OF HEALTH,0521013001,MEDICAL AND DENTAL COUNCIL OF NIGERIA,5252569105
2018,0521,FEDERAL MINISTRY OF HEALTH,0521014001,NATIONAL AGENCY FOR FOOD AND DRUG ADMINISTRATION AND CONTROL,331032029
2018,0521,FEDERAL MINISTRY OF HEALTH,0521015001,MEDICAL REHABILITATION THERAPY BOARD,626309931
2018,0521,FEDERAL MINISTRY OF HEALTH,0521016001,"FEDERAL SCHOOL OF DENTAL TECHNOLOGY AND THERAPY, ENUGU",52295866
2018,0521,FEDERAL MINISTRY OF HEALTH,0521017001,ENVIRONMENTAL HEALTH OFFICERS TUTORS-IBADAN,32066290
2018,0521,FEDERAL MINISTRY OF HEALTH,0521018001,NURSE TUTOR TRAINING - ENUGU,118156501
2018,0521,FEDERAL MINISTRY OF HEALTH,0521019001,NURSE TUTOR PROGRAMME AKOKA LAGOS,85369171
2018,0521,FEDERAL MINISTRY OF HEALTH,0521020001,NURSE TUTOR TRAINNING KADUNA,32443957
2018,0521,FEDERAL MINISTRY OF HEALTH,0521022001,NATIONAL POST GRADUATE MEDICAL COLLEGE OF NIGERIA-IJANIKIN LAGOS,333728790
2018,0521,FEDERAL MINISTRY OF HEALTH,0521024001,"PHC TUTORS PROGRAMME,'UCH-IBADAN",13077362
2018,0521,FEDERAL MINISTRY OF HEALTH,0521024002,"PHC TUTORS PROGRAMME,KADUNA POLYTECHNIC",43386674
2018,0521,FEDERAL MINISTRY OF HEALTH,0521025001,COMMUNITY HEALTH TUTOR PROGRAMME UCH,11084965697
2018,0521,FEDERAL MINISTRY OF HEALTH,0521026001,UNIVERSITY COLLEGE HOSPITAL IBADAN,5292822508
2018,0521,FEDERAL MINISTRY OF HEALTH,0521026002,LAGOS UNIVERSITY TEACHING HOSPITAL,7004004198
2018,0521,FEDERAL MINISTRY OF HEALTH,0521026003,AHMADU BELLO UNVERSITY TEACHING HOSPITAL,9859694391
2018,0521,FEDERAL MINISTRY OF HEALTH,0521026005,UNIVERSITY OF BENIN TEACHING HOSPITAL,16615408863
2018,0521,FEDERAL MINISTRY OF HEALTH,0521026006,OBAFEMI AWOLOWO UNIVERSITY TEACHING HOSPITAL,7658101356
2018,0521,FEDERAL MINISTRY OF HEALTH,0521026007,"UNIVERSITY OF ILORIN TEACHING HOSPITAL, ILORIN",6281062718
2018,0521,FEDERAL MINISTRY OF HEALTH,0521026008,JOS UNIVERSITY TEACHING HOSPITAL,7053487514
2018,0521,FEDERAL MINISTRY OF HEALTH,0521026009,UNIVERSITY OF PORT-HARCOURT TEACHING HOSPITAL,8826744813
2018,0521,FEDERAL MINISTRY OF HEALTH,0521026010,UNIVERSITY OF CALABAR TEACHING HOSPITAL,6240119486
2018,0521,FEDERAL MINISTRY OF HEALTH,0521026011,UNIVERSITY OF MAIDUGURI TEACHING HOSPITAL,6540238743
2018,0521,FEDERAL MINISTRY OF HEALTH,0521026013,AMINU KANO UNIVERSITY TEACHING HOSPITAL,16037521800
2018,0521,FEDERAL MINISTRY OF HEALTH,0521026014,"NNAMDI AZIKIWE UNIVERSITY TEACHING HOSPITAL, NNEWI",5721797670
2018,0521,FEDERAL MINISTRY OF HEALTH,0521026015,"UNIVERSITY OF ABUJA TEACHING HOSPITAL, GWAGWALADA",3849408575
2018,0521,FEDERAL MINISTRY OF HEALTH,0521026016,ABUBAKAR TAFAWA BALEWA UNIVERSITY TEACHING HOSPITAL BAUCHI,12347204572
2018,0521,FEDERAL MINISTRY OF HEALTH,0521026017,"FEDERAL TEACHING HOSPITAL, ABAKALIKI",3851962746
2018,0521,FEDERAL MINISTRY OF HEALTH,0521026018,"FEDERAL TEACHING HOSPITAL, GOMBE",5599672995
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027001,IRRUA SPECIALIST TEACHING HOSPITAL,5400236472
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027001,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",6084887504
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027002,UNIVERSITY OF UYO TEACHING HOSPITAL,2053484585
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027003,FEDERAL MEDICAL CENTRE - ABUJA,1733939795
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027004,FEDERAL PSYCHIATRIC HOSPITAL ENUGU,1148499066
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027005,FEDERAL PSYCHIATRIC HOSPITAL KADUNA,2188560005
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027006,FEDERAL PSYCHIATRIC HOSPITAL CALABAR,1608881565
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027007,FEDERAL PSYCHIATRIC HOSPITAL MAIDUGURI,1408267080
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027008,"FEDERAL NEURO-PSYCHIATRIC HOSPITAL, KWARE-SOKOTO",3339661608
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027009,FEDERAL NEURO-PSYCHIATRIC HOSPITAL YABA,2603075239
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027010,FEDERAL NEURO-PSYCHIATRIC HOSPITAL ABEOKUTA,357650428
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027011,"FEDERAL COLLEGE OF COMPLEMENTARY AND ALTERNATIVE MEDICINE, NIGERIA",1773346194
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027012,FEDERAL PSYCHIATRIC HOSPITAL BENIN CITY,3645992683
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027013,NATIONAL ORTHOPAEDIC HOSPITAL LAGOS,2282008803
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027014,NATIONAL ORTHOPAEDIC HOSPITAL DALA KANO,2746763899
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027016,"NATIONAL TB AND LEPROSY REFERRED HOSPITAL AND TRAINING, ZARIA",6603258441
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027017,"FEDERAL MEDICAL CENTRE, UMUAHIA",4288120016
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027018,"FEDERAL MEDICAL CENTRE, OWO",5133523856
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027019,FEDERAL MEDICAL CENTRE ABEOKUTA,6272796794
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027020,"FEDERAL MEDICAL CENTRE, OWERRI",5105398589
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027021,"FEDERAL MEDICAL CENTRE, MAKURDI",3463951797
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027022,"FEDERAL MEDICAL CENTRE, KATSINA",3087305569
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027024,"FEDERAL MEDICAL CENTRE, NGURU YOBE",4375008621
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027025,"FEDERAL MEDICAL CENTRE, ASABA",3292094361
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027026,"FEDERAL MEDICAL CENTRE, BIDA",3773530510
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027027,"FEDERAL MEDICAL CENTRE, GUSAU ZAMFARA",3317946396
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027028,"FEDERAL MEDICAL CENTRE, YOLA ADAMAWA",3541523559
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027031,"FEDERAL MEDICAL CENTRE, KOGI",2567849923
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027033,"FEDERAL MEDICAL CENTRE, KEBBI STATE",6037236800
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027034,"FEDERAL MEDICAL CENTRE, TARABA STATE",1931051918
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027035,"FEDERAL MEDICAL CENTRE, JIGAWA STATE",8270738885
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027036,"FEDERAL MEDICAL CENTRE, NASARAWA STATE",5351112484
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027037,"FEDERAL MEDICAL CENTRE, BAYELSA STATE",2914361271
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027038,"FEDERAL MEDICAL CENTRE, EBUTE METTA",1745119044
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027039,NATIONAL EYE CENTRE KADUNA,1219467541
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027041,INTERCOUNTRY CENTRE FOR ORAL HEALTH JOS,1341431801
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027042,FEDERAL SCHOOL OF MEDICAL LABORATORYB JOS,1824678842
2018,0521,FEDERAL MINISTRY OF HEALTH,0521027047,NIGERIA CENTRE FOR DISEASE CONTROL ABUJA,2064000
2018,0521,FEDERAL MINISTRY OF HEALTH,0521028001,"FEDERAL STAFF CLINICS, ABUJA PHASE I",2362500
2018,0521,FEDERAL MINISTRY OF HEALTH,0521028002,"FEDERAL STAFF CLINICS, ABUJA PHASE II",2362500
2018,0521,FEDERAL MINISTRY OF HEALTH,0521028028,"FEDERAL STAFF EYE CLINICS, ABUJA",2362500
2018,0521,FEDERAL MINISTRY OF HEALTH,0521028029,"FEDERAL STAFF DENTAL CLINICS, ABUJA",1674446
2018,0521,FEDERAL MINISTRY OF HEALTH,0521029002,"PHS, YOLA",1674446
2018,0521,FEDERAL MINISTRY OF HEALTH,0521029003,"PHS, JALINGO",1674446
2018,0521,FEDERAL MINISTRY OF HEALTH,0521029004,"PHS, MAIDUGURI",1674446
2018,0521,FEDERAL MINISTRY OF HEALTH,0521029005,"PHS, DAMATURU",1674446
2018,0521,FEDERAL MINISTRY OF HEALTH,0521029006,"PHS, KANO",1674446
2018,0521,FEDERAL MINISTRY OF HEALTH,0521029007,"PHS, KASTINA",1674446
2018,0521,FEDERAL MINISTRY OF HEALTH,0521029008,"PHS, DUTSE",1674446
2018,0521,FEDERAL MINISTRY OF HEALTH,0521029009,"PHS, ILORIN",1674446
2018,0521,FEDERAL MINISTRY OF HEALTH,0521029010,"PHS, SOKOTO",1860496
2018,0521,FEDERAL MINISTRY OF HEALTH,0521029011,"PHS, IBADAN",1674446
2018,0521,FEDERAL MINISTRY OF HEALTH,0521029012,521029012,29797829674
2018,0521,FEDERAL MINISTRY OF HEALTH,0521029012,"PHS, ABEOKUTA",2898892
2018,0521,FEDERAL MINISTRY OF HEALTH,0521029013,"PHS, PORT-HARCOURT(BONNY, BRASS, ONNE, AIRPORT AND WHARF)",1674446
2018,0521,FEDERAL MINISTRY OF HEALTH,0521029014,"PHS, CALABAR",1674446
2018,0521,FEDERAL MINISTRY OF HEALTH,0521029015,"PHS, LAGOS, IKEJA, TINCAN, APAPA, IDIROKO.",1674446
2018,0521,FEDERAL MINISTRY OF HEALTH,0521029016,"PHS, WARRI",1356810
2018,0521,FEDERAL MINISTRY OF HEALTH,0521030005,INSTITUTE OF CHILD HEALTH (ENUGU) ENUGU,905465197
2018,0521,FEDERAL MINISTRY OF HEALTH,0521031001,"NATIONAL INST. OF PHARM. RESEARCH AND DEVELOPMENT, ABUJA",1518431307
2018,0521,FEDERAL MINISTRY OF HEALTH,0521032001,"NIGERIAN INSTITUTE OF MEDICAL RESEARCH, YABA",160905660
2018,0521,FEDERAL MINISTRY OF HEALTH,0521034001,"MEDICAL LAB. SCIENCE COUNCIL OF NIGERIA, YABA",711923699
2018,0521,FEDERAL MINISTRY OF HEALTH,0521035001,"FEDERAL SCHOOL OF OCCUPATIONAL THERAPY, YABA",117447999
2018,0521,FEDERAL MINISTRY OF HEALTH,0521036001,"NOMA CHILDREN HOSPITAL, SOKOTO",127383188
2018,0521,FEDERAL MINISTRY OF HEALTH,0521037001,INSTITUTE OF CHARTERED CHEMISTS OF NIGERIA,55678877
2018,0521,FEDERAL MINISTRY OF HEALTH,0521038001,INSTITUTE OF FORENSICS SCIENCE LABORATORY-OSHODI,148036444
2018,0521,FEDERAL MINISTRY OF HEALTH,0521039001,DENTAL THERAPISTS REGISTRATION BOARD,11550000
2018,0521,FEDERAL MINISTRY OF HEALTH,0521043001,FEDERAL COLLEGE OF ORTHOPAEDIC TECHNOLOGY IGBOBI LAGOS,623404851
2018,0521,FEDERAL MINISTRY OF HEALTH,0521048001,"NATIONAL OBSTETRIC FITSULA CENTRE, ABAKALIKI",1086021438
2018,0521,FEDERAL MINISTRY OF HEALTH,0521048002,NATIONAL OBSTETRIC FISTULA CENTRE BAUCHI,1020232273
2018,0521,FEDERAL MINISTRY OF HEALTH,0521049001,NATIONAL HOSPITAL,6806413510
2018,0535,FEDERAL MINISTRY OF ENVIRONMENT,0535001001,FEDERAL MINISTRY OF ENVIRONMENT HEADQUARTERS,811851739
2018,0535,FEDERAL MINISTRY OF ENVIRONMENT,0535002001,NATIONAL PARK HEADQUARTERS,670447131
2018,0535,FEDERAL MINISTRY OF ENVIRONMENT,0535003001,KAINJI NATIONAL PARK,572416473
2018,0535,FEDERAL MINISTRY OF ENVIRONMENT,0535004001,OYO NATIONAL PARK,375811221
2018,0535,FEDERAL MINISTRY OF ENVIRONMENT,0535005001,CHAD BASIN NATIONAL PARK,449697717
2018,0535,FEDERAL MINISTRY OF ENVIRONMENT,0535006001,GASHAKA GUMTI NATIONAL PARK,723580954
2018,0535,FEDERAL MINISTRY OF ENVIRONMENT,0535007001,CROSS RIVER NATIONAL PARK,388635972
2018,0535,FEDERAL MINISTRY OF ENVIRONMENT,0535008001,KAMUKU NATIONAL PARK,310376052
2018,0535,FEDERAL MINISTRY OF ENVIRONMENT,0535009001,535009001,7457311224
2018,0535,FEDERAL MINISTRY OF ENVIRONMENT,0535009001,OKUMU NATIONAL PARK,588117426
2018,0535,FEDERAL MINISTRY OF ENVIRONMENT,0535010001,FEDERAL COLLEGE OF WILDLIFE MANAGEMENT - NEW BUSSA,1198464281
2018,0535,FEDERAL MINISTRY OF ENVIRONMENT,0535011001,FEDERAL COLLEGE OF FORESTRY IBADAN,734367193
2018,0535,FEDERAL MINISTRY OF ENVIRONMENT,0535012001,FEDERAL COLLEGE OF FORESTRY JOS,3577248843
2018,0535,FEDERAL MINISTRY OF ENVIRONMENT,0535013001,FORESTRY RESEARCH INSTITUTE OF IBADAN,679692120
2018,0535,FEDERAL MINISTRY OF ENVIRONMENT,0535014001,FORESTRY MECHANISATION COLLEGE AFAKA,2525461433
2018,0535,FEDERAL MINISTRY OF ENVIRONMENT,0535016001,NATIONAL ENVIRONMENTAL STANDARDS AND REGULATIONS ENFORCEMENT AGENCY,4222514407
